Year,Destination,Jan - Residence,Feb - Residence,Mar - Residence,Apr - Residence,May - Residence,Jun - Residence,Jul - Residence,Aug - Residence,Sep - Residence,Oct - Residence,Nov - Residence,Dec - Residence,Jan - Nationality,Feb - Nationality,Mar - Nationality,Apr - Nationality,May - Nationality,Jun - Nationality,Jul - Nationality,Aug - Nationality,Sep - Nationality,Oct - Nationality,Nov - Nationality,Dec - Nationality
2006,New Zealand,3671,2356,2309,2795,2493,2791,3625,2977,2828,3007,3523,2390,0,0,0,0,0,0,0,0,0,0,0,0
2006,China,47095,48707,43042,34001,29397,28521,33260,46302,49879,45055,66410,61245,0,0,0,0,0,0,0,0,0,0,0,0
2006,Japan,31716,23997,37424,22480,25401,25926,26519,30635,34950,31557,34067,29541,0,0,0,0,0,0,0,0,0,0,0,0
2006,Korea (ROK),15051,17705,15529,14233,12685,13686,15781,18751,14846,14249,19820,17128,0,0,0,0,0,0,0,0,0,0,0,0
2006,Chinese Taipei,14421,15073,13128,11376,13649,14506,18529,18156,19376,14416,14047,15152,0,0,0,0,0,0,0,0,0,0,0,0
2006,UK,24445,23489,24290,23510,17551,17066,16940,20556,20178,19593,23772,20645,0,0,0,0,0,0,0,0,0,0,0,0
2006,Sweden,5287,4890,5335,3598,2062,1554,2205,1595,1086,2185,3460,3023,0,0,0,0,0,0,0,0,0,0,0,0
2006,Finland,2383,2145,2548,1477,1359,1062,1305,1401,1372,2025,1590,1251,0,0,0,0,0,0,0,0,0,0,0,0
2006,Denmark,1334,1344,1302,1003,819,829,1412,1013,702,814,1137,1064,0,0,0,0,0,0,0,0,0,0,0,0
2006,Norway,1126,1188,1269,1132,699,646,1133,720,555,737,1144,941,0,0,0,0,0,0,0,0,0,0,0,0
2006,Singapore,791897,781078,842885,798644,768477,742550,783660,811997,787902,848337,839136,859688,0,0,0,0,0,0,0,0,0,0,0,0
2006,Thailand,167981,178173,182537,193851,187930,186799,94462,122899,96621,164099,158909,157660,0,0,0,0,0,0,0,0,0,0,0,0
2006,Indonesia,99721,80381,98732,76884,100635,100095,138191,109062,89924,117526,101802,104071,0,0,0,0,0,0,0,0,0,0,0,0
2006,Brunei Darussalam,52848,34649,54822,54926,41505,47042,87129,74324,82963,87170,88646,78422,0,0,0,0,0,0,0,0,0,0,0,0
2006,Philippines,15466,14324,19392,17871,18277,15145,15318,16553,14828,20603,21988,21358,0,0,0,0,0,0,0,0,0,0,0,0
2006,Vietnam,4153,4714,5372,4873,5576,6010,7303,6508,4538,4420,5358,5041,0,0,0,0,0,0,0,0,0,0,0,0
2006,Cambodia,1109,892,998,1640,1525,988,1228,1323,1271,689,1808,1223,0,0,0,0,0,0,0,0,0,0,0,0
2006,South Africa,2166,1085,1986,1946,1307,1559,2172,2323,1745,1361,1378,1146,0,0,0,0,0,0,0,0,0,0,0,0
2006,India,20572,15182,19781,20205,34521,29062,21200,18589,21535,28951,26194,23254,0,0,0,0,0,0,0,0,0,0,0,0
2006,Iran,1159,1455,4121,1521,1310,1324,1166,1545,1508,921,1478,1245,0,0,0,0,0,0,0,0,0,0,0,0
2006,Russian Federation,3068,1158,977,1069,971,574,655,767,502,950,1175,1079,0,0,0,0,0,0,0,0,0,0,0,0
2006,Italy,2566,2729,2600,1817,1705,1384,1826,4038,1964,1586,1846,2187,0,0,0,0,0,0,0,0,0,0,0,0
2006,Poland,625,623,878,651,626,482,566,630,587,617,803,4194,0,0,0,0,0,0,0,0,0,0,0,0
2006,USA,14033,12711,15486,12196,13009,14492,17403,16473,10702,12913,16963,17955,0,0,0,0,0,0,0,0,0,0,0,0
2006,Canada,3431,3294,3609,2811,2649,2499,3210,3491,1764,2067,3011,2894,0,0,0,0,0,0,0,0,0,0,0,0
2006,Saudi Arabia,3517,2789,2449,2033,2229,3836,13656,21002,8535,1344,2701,3588,0,0,0,0,0,0,0,0,0,0,0,0
2006,UAE,1742,1008,749,1026,987,1867,5570,17194,2095,610,1114,1156,0,0,0,0,0,0,0,0,0,0,0,0
2006,Turkey,970,475,897,946,459,358,673,671,546,501,689,469,0,0,0,0,0,0,0,0,0,0,0,0
2006,Germany,5741,5937,7849,5946,4940,4213,4661,5431,5373,5296,6172,4612,0,0,0,0,0,0,0,0,0,0,0,0
2006,Netherlands,4462,4310,4624,3461,3433,3318,4782,5617,3179,2421,4279,2179,0,0,0,0,0,0,0,0,0,0,0,0
2006,France,4100,4644,5177,4621,3883,2941,4170,5739,2838,4062,3991,3212,0,0,0,0,0,0,0,0,0,0,0,0
2006,Switzerland,1985,1746,1945,1967,1671,1159,1534,1763,958,989,1615,994,0,0,0,0,0,0,0,0,0,0,0,0
2007,Australia,30115,20259,28184,24876,19924,21059,28716,22573,27108,30385,32354,34810,0,0,0,0,0,0,0,0,0,0,0,0
2007,New Zealand,3421,2779,2927,3032,2908,2841,3734,3090,3523,3567,5333,4214,0,0,0,0,0,0,0,0,0,0,0,0
2007,China,68809,75730,66940,62772,56816,49852,54286,68831,66668,60056,79418,79605,0,0,0,0,0,0,0,0,0,0,0,0
2007,Japan,33837,30379,43555,26752,23293,24319,29498,29828,30721,29001,34047,32337,0,0,0,0,0,0,0,0,0,0,0,0
2007,Korea (ROK),27254,19973,19756,16230,13222,12814,21377,22118,14251,13546,28343,15983,0,0,0,0,0,0,0,0,0,0,0,0
2007,Chinese Taipei,13367,19335,15847,13533,14567,17110,20231,21996,19309,14400,17590,14026,0,0,0,0,0,0,0,0,0,0,0,0
2007,UK,25882,25331,26386,25663,15794,17373,22372,21791,21605,20851,25317,27848,0,0,0,0,0,0,0,0,0,0,0,0
2007,Sweden,6013,5990,5907,3820,2427,2283,2449,2068,1694,3140,4436,4519,0,0,0,0,0,0,0,0,0,0,0,0
2007,Finland,3714,3194,3389,3898,4263,3105,2618,2581,2390,2014,1325,1653,0,0,0,0,0,0,0,0,0,0,0,0
2007,Denmark,1878,2056,2150,1778,1479,1556,1789,1561,1211,1489,1429,1397,0,0,0,0,0,0,0,0,0,0,0,0
2007,Norway,1493,1638,1819,1186,784,947,1355,842,685,1269,1485,1451,0,0,0,0,0,0,0,0,0,0,0,0
2007,Singapore,837407,821234,941087,871366,938502,877694,873685,801442,816776,894147,883913,935439,0,0,0,0,0,0,0,0,0,0,0,0
2007,Indonesia,158887,115446,129204,158559,165483,182809,171550,129888,124132,144478,152484,171615,0,0,0,0,0,0,0,0,0,0,0,0
2007,Thailand,123634,149250,149444,132891,120177,142154,108408,115124,121617,149986,150805,162208,0,0,0,0,0,0,0,0,0,0,0,0
2007,Brunei Darussalam,73428,76223,108300,76117,74080,99506,101922,94353,104275,100193,118371,145386,0,0,0,0,0,0,0,0,0,0,0,0
2007,Philippines,26390,24297,27172,30707,31007,29771,24654,25411,21328,26227,31751,28425,0,0,0,0,0,0,0,0,0,0,0,0
2007,Vietnam,10748,9504,11845,11366,11822,13705,11549,11101,7445,7869,6197,6822,0,0,0,0,0,0,0,0,0,0,0,0
2007,Cambodia,2099,2464,2117,2809,2263,1186,1552,1333,1418,1382,2679,1891,0,0,0,0,0,0,0,0,0,0,0,0
2007,South Africa,2254,1181,2214,2309,1103,1646,2188,2062,1863,1264,1599,1550,0,0,0,0,0,0,0,0,0,0,0,0
2007,India,31275,29475,33215,36338,56160,44821,28987,25207,30227,31861,38086,36800,0,0,0,0,0,0,0,0,0,0,0,0
2007,Iran,2777,2278,6413,1469,1302,1631,1483,2225,2713,1678,1852,1394,0,0,0,0,0,0,0,0,0,0,0,0
2007,Russian Federation,3803,1675,1369,1352,747,605,807,978,970,1132,1897,1533,0,0,0,0,0,0,0,0,0,0,0,0
2007,Italy,2935,2990,3633,2184,1885,1795,2112,4790,2049,2141,2471,2591,0,0,0,0,0,0,0,0,0,0,0,0
2007,Poland,1588,2280,3411,3179,6163,4159,2906,1824,2762,1532,1079,3461,0,0,0,0,0,0,0,0,0,0,0,0
2007,USA,19104,16285,18667,16683,17492,19029,18560,17935,12553,15800,16056,16680,0,0,0,0,0,0,0,0,0,0,0,0
2007,Canada,4751,4664,4855,4382,3291,2868,4551,4078,2290,2838,3914,4421,0,0,0,0,0,0,0,0,0,0,0,0
2007,Saudi Arabia,3118,4160,3417,3590,3672,5745,13774,21718,8731,3576,2716,4081,0,0,0,0,0,0,0,0,0,0,0,0
2007,UAE,2319,1252,1178,1254,925,2291,6607,16901,2484,665,1172,1122,0,0,0,0,0,0,0,0,0,0,0,0
2007,Turkey,1060,960,1484,727,635,732,665,723,716,561,646,671,0,0,0,0,0,0,0,0,0,0,0,0
2007,Germany,6845,6942,8917,6895,4727,4285,6119,6136,6624,5793,8942,6373,0,0,0,0,0,0,0,0,0,0,0,0
2007,Netherlands,5644,5103,5314,3959,3297,3150,5571,6399,3932,3744,6273,3218,0,0,0,0,0,0,0,0,0,0,0,0
2007,France,5450,5846,6051,5224,3747,3297,4904,6705,4210,4253,5178,4591,0,0,0,0,0,0,0,0,0,0,0,0
2007,Switzerland,2156,2108,2205,2035,1350,999,1824,1594,1331,1398,2333,1329,0,0,0,0,0,0,0,0,0,0,0,0
2008,Australia,38868,28443,33500,33967,28432,31651,41432,33942,37780,38408,34929,45724,0,0,0,0,0,0,0,0,0,0,0,0
2008,New Zealand,4449,3617,4100,4482,4310,4105,5112,4926,5104,5695,4661,5556,0,0,0,0,0,0,0,0,0,0,0,0
2008,China,73233,99599,85542,81415,78538,73355,76978,90976,68540,74780,75342,71566,0,0,0,0,0,0,0,0,0,0,0,0
2008,Japan,34246,37395,40318,30609,30560,33629,36305,40751,35978,40080,35815,37776,0,0,0,0,0,0,0,0,0,0,0,0
2008,Korea (ROK),26216,26603,21760,21229,22457,20348,27512,27473,18617,19257,17323,18666,0,0,0,0,0,0,0,0,0,0,0,0
2008,Chinese Taipei,14171,16768,15646,15106,16537,18767,21214,19960,14063,14295,12111,12341,0,0,0,0,0,0,0,0,0,0,0,0
2008,UK,28724,33438,34407,31952,21369,23436,31391,38198,29100,31554,30891,36131,0,0,0,0,0,0,0,0,0,0,0,0
2008,Sweden,5724,5864,6340,3898,2690,2723,2884,2216,2429,3475,4212,6194,0,0,0,0,0,0,0,0,0,0,0,0
2008,Finland,2784,2517,2229,2591,2839,1028,1555,759,1041,1252,1466,3051,0,0,0,0,0,0,0,0,0,0,0,0
2008,Denmark,1953,2479,2914,1819,1702,1699,2333,1590,1602,1900,1746,2080,0,0,0,0,0,0,0,0,0,0,0,0
2008,Norway,1913,2182,2869,1618,1433,1446,1934,1244,1413,1677,1877,1910,0,0,0,0,0,0,0,0,0,0,0,0
2008,Singapore,861015,877078,882787,867087,1011090,976873,912394,894845,839444,887605,963261,1030013,0,0,0,0,0,0,0,0,0,0,0,0
2008,Indonesia,179848,145462,185537,186492,189157,209015,236936,201663,179668,245604,218105,251118,0,0,0,0,0,0,0,0,0,0,0,0
2008,Thailand,108730,126451,115868,137229,125715,144121,128317,120785,93291,142848,127658,122776,0,0,0,0,0,0,0,0,0,0,0,0
2008,Brunei Darussalam,77548,67181,70829,59583,75245,101255,96493,96732,91315,87779,95112,166043,0,0,0,0,0,0,0,0,0,0,0,0
2008,Philippines,25002,27759,30515,33521,36729,33230,33867,35364,31572,36415,34226,39684,0,0,0,0,0,0,0,0,0,0,0,0
2008,Vietnam,8079,9132,9396,9028,9815,13200,14422,12172,8290,9785,9885,9729,0,0,0,0,0,0,0,0,0,0,0,0
2008,Cambodia,2973,2866,2537,4387,3143,2093,2581,2848,2660,2606,3670,3100,0,0,0,0,0,0,0,0,0,0,0,0
2008,South Africa,2302,1408,3231,2365,1837,1940,2314,1819,1218,1711,1411,3881,0,0,0,0,0,0,0,0,0,0,0,0
2008,India,38394,38664,39621,43144,74422,58605,42391,41770,37237,44831,42484,49175,0,0,0,0,0,0,0,0,0,0,0,0
2008,Iran,3039,3950,10642,2726,2948,4002,4232,6401,6201,5755,5795,7438,0,0,0,0,0,0,0,0,0,0,0,0
2008,Russian Federation,4101,2221,2064,2048,1469,1287,1765,1737,1729,2235,2318,3334,0,0,0,0,0,0,0,0,0,0,0,0
2008,Italy,3314,3270,3511,2550,1979,2470,3058,7346,2560,3116,2793,2978,0,0,0,0,0,0,0,0,0,0,0,0
2008,Poland,1108,833,1189,1373,660,1006,1034,749,838,683,1337,935,0,0,0,0,0,0,0,0,0,0,0,0
2008,USA,17740,17413,20447,17087,17740,21112,23080,19287,14788,17729,17021,19805,0,0,0,0,0,0,0,0,0,0,0,0
2008,Canada,6885,7375,7161,6106,5025,4316,5994,7293,5367,6466,6654,9022,0,0,0,0,0,0,0,0,0,0,0,0
2008,Saudi Arabia,2335,3788,3004,3899,4245,7893,17959,14373,1854,6493,4121,4668,0,0,0,0,0,0,0,0,0,0,0,0
2008,UAE,1954,1678,1644,1238,1153,4607,12790,5665,269,1260,1089,1647,0,0,0,0,0,0,0,0,0,0,0,0
2008,Turkey,756,812,910,649,505,629,544,616,597,509,624,1001,0,0,0,0,0,0,0,0,0,0,0,0
2008,Germany,8658,9641,11744,9103,6386,6706,8450,10517,9241,10030,10640,10409,0,0,0,0,0,0,0,0,0,0,0,0
2008,Netherlands,7785,7656,7578,6370,5173,5077,8077,10269,8145,8610,7837,8225,0,0,0,0,0,0,0,0,0,0,0,0
2008,France,6503,7368,8229,7478,5234,4800,7880,10770,5929,7275,6467,8097,0,0,0,0,0,0,0,0,0,0,0,0
2008,Switzerland,2264,2299,2366,2132,2001,1652,2962,2013,1759,2080,2353,2608,0,0,0,0,0,0,0,0,0,0,0,0
2009,Australia,47228,29568,34587,44169,35029,39536,50132,42969,48270,56601,46322,58971,0,0,0,0,0,0,0,0,0,0,0,0
2009,New Zealand,5251,3737,4211,4876,4619,5477,6080,5782,5599,6109,5218,6045,0,0,0,0,0,0,0,0,0,0,0,0
2009,China,100563,73938,85582,86103,62148,58351,89782,104473,74319,95235,94322,94940,0,0,0,0,0,0,0,0,0,0,0,0
2009,Japan,32317,35234,35186,28177,26384,25924,33458,41707,38654,35028,30633,33044,0,0,0,0,0,0,0,0,0,0,0,0
2009,Korea (ROK),23690,19693,16471,18122,17520,16934,22297,23305,13743,14228,20816,20493,0,0,0,0,0,0,0,0,0,0,0,0
2009,Chinese Taipei,17949,12111,13793,13804,15597,15897,24176,26032,14354,15828,14189,14139,0,0,0,0,0,0,0,0,0,0,0,0
2009,UK,31836,31760,34529,39505,32128,32962,42821,44519,34001,38842,3522,36966,0,0,0,0,0,0,0,0,0,0,0,0
2009,Sweden,5662,5772,5415,4651,2746,3074,3243,2537,2803,3851,4209,5546,0,0,0,0,0,0,0,0,0,0,0,0
2009,Finland,2657,2361,2075,1865,1220,1235,1047,964,1153,1559,1479,3297,0,0,0,0,0,0,0,0,0,0,0,0
2009,Denmark,2448,2628,2464,2230,1592,1860,3425,1860,1654,2169,1764,1822,0,0,0,0,0,0,0,0,0,0,0,0
2009,Norway,1904,1986,2117,2441,1286,1751,2461,1330,1569,1831,1695,2116,0,0,0,0,0,0,0,0,0,0,0,0
2009,Singapore,964475,845290,1086360,983740,1038004,1222096,1029421,1091651,1137426,1104415,1157094,1073110,0,0,0,0,0,0,0,0,0,0,0,0
2009,Indonesia,186023,167176,180644,181794,195096,215948,214073,181634,207302,223238,196592,255840,0,0,0,0,0,0,0,0,0,0,0,0
2009,Thailand,116372,109631,129224,147551,123811,107526,120940,114555,106079,143973,97093,132507,0,0,0,0,0,0,0,0,0,0,0,0
2009,Brunei Darussalam,102054,72313,114626,86695,84401,107083,51055,68838,85109,75517,86296,127370,0,0,0,0,0,0,0,0,0,0,0,0
2009,Philippines,35955,28736,36744,42653,42709,37701,33717,37681,36397,37902,37875,39400,0,0,0,0,0,0,0,0,0,0,0,0
2009,Vietnam,10127,10919,10620,12094,12683,14822,18206,15094,10181,12432,12649,9858,0,0,0,0,0,0,0,0,0,0,0,0
2009,Cambodia,3618,2601,3044,4261,3619,2778,3599,3999,3550,3886,3896,4295,0,0,0,0,0,0,0,0,0,0,0,0
2009,South Africa,2037,1062,1555,2208,1331,2042,2301,1798,1715,1891,1622,3994,0,0,0,0,0,0,0,0,0,0,0,0
2009,India,41859,34899,38499,45610,70714,57603,44797,42332,43733,54206,51279,64307,0,0,0,0,0,0,0,0,0,0,0,0
2009,Iran,6664,7373,15690,4646,5865,7773,7990,9470,9398,7969,8540,10286,0,0,0,0,0,0,0,0,0,0,0,0
2009,Russian Federation,4514,2496,2208,1943,1836,1694,1994,2318,2001,2399,2424,3375,0,0,0,0,0,0,0,0,0,0,0,0
2009,Italy,3214,3510,3375,2755,2688,2902,4249,10995,2938,3458,2947,3321,0,0,0,0,0,0,0,0,0,0,0,0
2009,Poland,903,954,908,853,715,971,1112,1198,1307,1204,1365,1054,0,0,0,0,0,0,0,0,0,0,0,0
2009,USA,19644,16236,18863,18324,17684,20712,22604,19557,16439,19726,19034,19748,0,0,0,0,0,0,0,0,0,0,0,0
2009,Canada,8641,7158,7747,7321,6628,6549,8423,7398,5561,7123,7118,8413,0,0,0,0,0,0,0,0,0,0,0,0
2009,Saudi Arabia,2938,5405,3524,4901,3960,4234,20770,8366,5154,5497,9046,3287,0,0,0,0,0,0,0,0,0,0,0,0
2009,UAE,2203,853,982,1049,1128,2919,6351,1880,703,953,1964,1123,0,0,0,0,0,0,0,0,0,0,0,0
2009,Turkey,728,687,746,787,603,683,831,629,537,659,683,692,0,0,0,0,0,0,0,0,0,0,0,0
2009,Germany,10024,11065,12855,11085,8867,8593,10586,12763,10551,11318,10819,9762,0,0,0,0,0,0,0,0,0,0,0,0
2009,France,8057,8073,8563,10187,8302,7283,12239,14130,7848,9138,7678,8556,0,0,0,0,0,0,0,0,0,0,0,0
2009,Netherlands,7857,7554,7895,8153,7585,8404,15645,13011,8672,9655,7950,8758,0,0,0,0,0,0,0,0,0,0,0,0
2009,Switzerland,2288,2213,2448,2765,2059,1941,3419,2445,1996,2357,2263,2329,0,0,0,0,0,0,0,0,0,0,0,0
2010,Australia,54136,32820,42382,45430,42759,44168,58037,52518,53475,57806,48569,48595,0,0,0,0,0,0,0,0,0,0,0,0
2010,New Zealand,5320,4297,4632,4920,4879,5614,6744,6253,6313,6742,5743,4695,0,0,0,0,0,0,0,0,0,0,0,0
2010,China,95473,101517,85000,95130,71914,67126,90129,112996,110901,100113,95977,103985,0,0,0,0,0,0,0,0,0,0,0,0
2010,Japan,30757,34001,38599,26586,27538,29122,34772,46577,43577,39655,31907,32790,0,0,0,0,0,0,0,0,0,0,0,0
2010,Korea (ROK),28250,23966,18975,20040,20047,19788,30500,27108,17292,14943,22000,21143,0,0,0,0,0,0,0,0,0,0,0,0
2010,Chinese Taipei,20263,14322,13645,15869,17579,19085,24390,29260,15108,14264,13489,13869,0,0,0,0,0,0,0,0,0,0,0,0
2010,UK,32739,31990,34804,27654,32957,35737,46780,49421,37035,34961,36981,28906,0,0,0,0,0,0,0,0,0,0,0,0
2010,Sweden,5846,5956,6311,4779,2925,3204,3403,2721,2352,2642,3410,5422,0,0,0,0,0,0,0,0,0,0,0,0
2010,Finland,2926,2626,2257,1613,1564,1328,1314,1104,1164,1527,1334,2598,0,0,0,0,0,0,0,0,0,0,0,0
2010,Denmark,2318,2806,2795,1873,1702,1871,2722,2167,1698,1976,1437,1504,0,0,0,0,0,0,0,0,0,0,0,0
2010,Norway,1950,2132,2632,2193,1454,1833,2550,1563,1588,2003,1446,1429,0,0,0,0,0,0,0,0,0,0,0,0
2010,Singapore,1001806,972692,1026000,972940,1049302,1271404,1174777,1082449,1099293,1128974,1187757,1074610,0,0,0,0,0,0,0,0,0,0,0,0
2010,Indonesia,202124,201280,214280,203427,209284,223165,227851,180851,180015,213858,184643,265731,0,0,0,0,0,0,0,0,0,0,0,0
2010,Thailand,97050,94282,139820,129845,126832,124581,115362,126915,136141,152236,99335,116279,0,0,0,0,0,0,0,0,0,0,0,0
2010,Brunei Darussalam,67544,79544,128800,92736,98241,111771,82982,67382,94443,82743,88828,129392,0,0,0,0,0,0,0,0,0,0,0,0
2010,Philippines,32040,34713,47988,46321,47031,42038,36502,39913,39241,40775,39853,40375,0,0,0,0,0,0,0,0,0,0,0,0
2010,Vietnam,10891,11606,11804,11149,13321,16266,17800,16748,12145,12874,12974,11693,0,0,0,0,0,0,0,0,0,0,0,0
2010,Myanmar,8037,4952,5334,6139,5777,5326,5129,5632,5643,5880,6404,8539,0,0,0,0,0,0,0,0,0,0,0,0
2010,Cambodia,4753,3792,3214,4078,3657,2944,3765,4170,4782,4165,4241,5057,0,0,0,0,0,0,0,0,0,0,0,0
2010,Lao PDR,2597,2520,2704,2444,3399,3125,3309,3537,3353,3675,4090,3358,0,0,0,0,0,0,0,0,0,0,0,0
2010,South Africa,2073,1173,2387,2185,1823,1863,2278,1931,1892,2199,1977,4614,0,0,0,0,0,0,0,0,0,0,0,0
2010,India,48426,42576,47354,56100,88393,76612,54854,53434,51953,62448,53040,55659,0,0,0,0,0,0,0,0,0,0,0,0
2010,Iran,9653,8440,16440,5717,6440,8636,8666,9512,11797,9733,9723,11495,0,0,0,0,0,0,0,0,0,0,0,0
2010,Russian Federation,4677,2670,2398,1903,1891,1995,2582,2735,2299,2582,2749,3594,0,0,0,0,0,0,0,0,0,0,0,0
2010,Italy,3699,3250,3256,2718,2578,2947,4580,11695,3138,3282,2886,3039,0,0,0,0,0,0,0,0,0,0,0,0
2010,USA,18106,17105,19565,18413,19161,22493,24202,22801,18651,20210,17665,14593,0,0,0,0,0,0,0,0,0,0,0,0
2010,Canada,7393,7345,8214,9610,7830,7563,9308,8898,6214,6413,6692,6221,0,0,0,0,0,0,0,0,0,0,0,0
2010,Saudi Arabia,2916,7055,4255,4431,4542,4509,24456,8755,7921,5554,8982,3395,0,0,0,0,0,0,0,0,0,0,0,0
2010,UAE,2439,1199,1230,1239,1246,2976,8557,1760,923,989,1650,1437,0,0,0,0,0,0,0,0,0,0,0,0
2010,Turkey,926,835,915,801,665,671,782,751,663,602,944,594,0,0,0,0,0,0,0,0,0,0,0,0
2010,Germany,10127,11280,13395,10652,9433,8891,11490,13693,11696,11357,9296,9586,0,0,0,0,0,0,0,0,0,0,0,0
2010,Netherlands,8442,7954,8154,7268,8951,9056,15757,15058,10120,9877,8012,6238,0,0,0,0,0,0,0,0,0,0,0,0
2010,France,8267,8402,8898,8374,7606,8326,13347,14963,8252,9663,7409,7668,0,0,0,0,0,0,0,0,0,0,0,0
2010,Switzerland,2173,2234,2635,2462,2091,1942,3482,2834,2173,2104,1888,1876,0,0,0,0,0,0,0,0,0,0,0,0
2010,Austria,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Australia,63796,32089,43305,53025,39664,38776,56253,44752,40495,50265,42706,53285,0,0,0,0,0,0,0,0,0,0,0,0
2011,New Zealand,5410,3009,4696,7850,7344,7447,10699,8590,5671,7077,6325,7269,0,0,0,0,0,0,0,0,0,0,0,0
2011,China,116195,88549,96098,87760,92916,83437,142173,140854,85558,101095,102231,113670,0,0,0,0,0,0,0,0,0,0,0,0
2011,Japan,29326,27427,29598,24779,25592,26139,34460,43104,32950,34147,38241,41211,0,0,0,0,0,0,0,0,0,0,0,0
2011,Korea (ROK),27995,18144,16505,15795,19599,19086,29200,29048,18150,20263,24269,25374,0,0,0,0,0,0,0,0,0,0,0,0
2011,Chinese Taipei,16919,12133,16795,17716,19204,21517,33999,27316,17157,17838,18136,15053,0,0,0,0,0,0,0,0,0,0,0,0
2011,UK,34012,26152,33675,38465,26076,27328,39736,42038,33603,33676,34806,34373,0,0,0,0,0,0,0,0,0,0,0,0
2011,Sweden,7285,5381,5552,4538,2790,1998,2243,1697,1493,2676,3392,5093,0,0,0,0,0,0,0,0,0,0,0,0
2011,Finland,3147,2524,1952,1629,1146,749,1008,917,957,1345,1459,3136,0,0,0,0,0,0,0,0,0,0,0,0
2011,Denmark,2213,1917,1970,1881,1731,1301,2631,1655,1266,1866,1838,2000,0,0,0,0,0,0,0,0,0,0,0,0
2011,Norway,1860,1770,1794,2263,1273,1305,2042,1168,982,1670,1817,1947,0,0,0,0,0,0,0,0,0,0,0,0
2011,Singapore,975397,967891,1017864,987182,1025126,1151845,1285206,1162550,1178442,1214776,1278027,1128341,0,0,0,0,0,0,0,0,0,0,0,0
2011,Indonesia,154689,121037,157957,155636,155862,178258,216701,173753,185126,202849,179482,253031,0,0,0,0,0,0,0,0,0,0,0,0
2011,Thailand,120896,85824,122594,149675,120230,122688,110049,127930,141314,118579,100176,122093,0,0,0,0,0,0,0,0,0,0,0,0
2011,Brunei Darussalam,100748,68665,128508,105962,93219,98238,101072,78635,110404,93417,102419,158117,0,0,0,0,0,0,0,0,0,0,0,0
2011,Philippines,24746,19914,26546,32848,33418,26493,30586,30514,28216,34717,37182,36921,0,0,0,0,0,0,0,0,0,0,0,0
2011,Vietnam,9666,11606,12859,11847,13058,16716,22944,18044,12046,14341,15215,15441,0,0,0,0,0,0,0,0,0,0,0,0
2011,Myanmar,7372,5335,6848,6648,6083,6246,6976,7375,6405,7063,7474,8121,0,0,0,0,0,0,0,0,0,0,0,0
2011,Cambodia,4668,3058,3863,4880,3793,3583,4540,4293,4813,4084,4152,3745,0,0,0,0,0,0,0,0,0,0,0,0
2011,Lao PDR,2507,2047,2216,2606,1923,1718,1972,1881,1537,2775,3776,4562,0,0,0,0,0,0,0,0,0,0,0,0
2011,South Africa,2865,1402,2435,2657,2052,2002,2698,2100,2007,2679,2274,6270,0,0,0,0,0,0,0,0,0,0,0,0
2011,India,54132,37579,46799,55938,83343,63720,59649,54899,45769,69669,62562,64997,0,0,0,0,0,0,0,0,0,0,0,0
2011,Iran,11009,8871,20315,6752,7244,10257,11940,13847,13911,10957,11311,13203,0,0,0,0,0,0,0,0,0,0,0,0
2011,Russian Federation,6240,2953,3202,2608,2054,1824,2521,2757,2138,2996,3692,5933,0,0,0,0,0,0,0,0,0,0,0,0
2011,Italy,4346,2858,3330,2955,2351,2189,3630,8676,2606,3550,3351,4022,0,0,0,0,0,0,0,0,0,0,0,0
2011,USA,17987,12958,18241,16406,16701,18193,22702,17684,14864,20368,19857,20794,0,0,0,0,0,0,0,0,0,0,0,0
2011,Canada,7979,5830,7272,8599,6906,5675,8372,6993,4909,6983,7929,8568,0,0,0,0,0,0,0,0,0,0,0,0
2011,Saudi Arabia,4015,3716,3546,5558,4366,10699,20393,4252,9586,8676,8075,4811,0,0,0,0,0,0,0,0,0,0,0,0
2011,UAE,1305,1055,1252,1424,1393,3059,6613,1166,1395,1234,1763,2553,0,0,0,0,0,0,0,0,0,0,0,0
2011,Turkey,723,678,756,769,663,568,668,693,632,715,973,739,0,0,0,0,0,0,0,0,0,0,0,0
2011,Germany,12706,9515,12480,9909,8230,7507,10319,12346,9217,10392,11528,10521,0,0,0,0,0,0,0,0,0,0,0,0
2011,France,9755,8770,11014,10763,8992,7516,14590,16747,8242,10598,9613,11380,0,0,0,0,0,0,0,0,0,0,0,0
2011,Netherlands,7607,5503,6273,6683,6040,6356,13171,9324,6147,8707,7089,7690,0,0,0,0,0,0,0,0,0,0,0,0
2011,Switzerland,2283,1889,2073,2436,1760,1550,2958,2301,1605,2250,2401,2296,0,0,0,0,0,0,0,0,0,0,0,0
2011,Austria,1314,1036,1130,988,812,736,1331,1372,956,1130,1174,1103,0,0,0,0,0,0,0,0,0,0,0,0
2012,Australia,0,0,0,0,0,0,0,0,0,0,0,0,48029,32831,37591,43680,35441,45007,53544,33970,42518,46507,38046,50784
2012,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,5967,4238,5186,5579,5408,5807,6738,4637,5132,6074,5109,5851
2012,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,858,0,0,0,0,0
