Year,Destination,Jan - Residence,Feb - Residence,Mar - Residence,Apr - Residence,May - Residence,Jun - Residence,Jul - Residence,Aug - Residence,Sep - Residence,Oct - Residence,Nov - Residence,Dec - Residence,Jan - Nationality,Feb - Nationality,Mar - Nationality,Apr - Nationality,May - Nationality,Jun - Nationality,Jul - Nationality,Aug - Nationality,Sep - Nationality,Oct - Nationality,Nov - Nationality,Dec - Nationality
2012,China,0,0,0,0,0,0,0,0,0,0,0,0,142997,142997,128795,130149,125489,112395,161401,154688,108314,127581,124985,123527
2012,Japan,0,0,0,0,0,0,0,0,0,0,0,0,31986,39760,40271,32507,34044,37304,40391,46540,40513,39452,42692,44548
2012,Korea (ROK),0,0,0,0,0,0,0,0,0,0,0,0,29740,27922,19315,18116,19899,23261,32326,27402,22380,18270,22469,22877
2012,Chinese Taipei,0,0,0,0,0,0,0,0,0,0,0,0,20526,19249,16774,16270,18500,22086,33395,23574,18821,18602,17404,17318
2012,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,1366,1200,1053,1269,1250,1504,0,1323,1931,1564,1531,1472
2012,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,2499,2105,1975,1281,0,1451,2238,1826,0,0,1535,1503
2012,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,1412,1285,0,0,0,0,0,0,0,0,0,1005
2012,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,1537,1656,0,1920,1444,1453,0
2012,UK,0,0,0,0,0,0,0,0,0,0,0,0,32674,33395,37651,34503,28281,30234,36033,35060,32170,34359,34544,33303
2012,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,4680,5485,4576,2831,1668,2129,2213,1414,1652,2316,2900,6554
2012,Finland,0,0,0,0,0,0,0,0,0,0,0,0,3092,3540,2427,1164,0,0,0,0,0,0,0,0
2012,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,2043,2702,2753,2252,1361,1633,3055,1578,1476,1840,1816,1899
2012,Norway,0,0,0,0,0,0,0,0,0,0,0,0,1680,2194,2463,1647,1088,1677,2190,0,1123,1487,1735,1784
2012,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,1647,1477,1667,1492,1409,1821,2360,1844,1736,2306,1838,2042
2012,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,872209,873442,975489,954771,995478,1160941,1205228,1198582,1021447,1182146,1239277,1335258
2012,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,161164,175995,183520,177536,190898,219248,219297,199977,196293,225415,209238,236867
2012,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,110761,89457,109448,130442,105412,93121,101474,98781,120448,113647,97327,92706
2012,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,85240,80065,125786,94698,91735,110641,92578,113764,90125,97398,107563,168477
2012,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,31619,33033,36934,45480,47686,43423,40541,40590,41414,47385,48831,51808
2012,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,12210,17024,16535,17142,16881,22487,25701,19878,17017,15386,15176,15571
2012,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,5824,6166,6767,8283,7465,7421,7006,6004,6357,6006,7163,9011
2012,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,3224,2834,3252,4969,4496,4076,4870,3703,4305,4288,5349,4813
2012,Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,2694,2856,2468,2265,3264,3757,4652,3294,3257,3220,3286,3351
2012,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,2681,1354,2354,2101,1472,2015,1787,1324,1761,1414,1691,3681
2012,India,0,0,0,0,0,0,0,0,0,0,0,0,59114,48137,48226,58993,85008,65626,56837,47732,45253,58962,63361,54022
2012,Iran,0,0,0,0,0,0,0,0,0,0,0,0,9239,11301,20826,8158,8185,9970,11425,15462,12334,7952,7849,4703
2012,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,6935,5199,6532,6094,6913,7975,7625,8300,7615,7151,8907,7219
2012,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,6552,6919,7005,7759,8584,14553,13361,11627,12214,11270,9665,13664
2012,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,6169,7826,6739,5965,6430,8466,8297,5125,7264,5443,6087,6178
2012,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,3391,5153,4352,7265,4307,4765,5118,5876,5493,5787,4889,6425
2012,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,6834,4638,4351,3135,2502,2738,3202,2575,2500,3208,4060,5022
2012,Italy,0,0,0,0,0,0,0,0,0,0,0,0,3614,3659,3472,2980,2506,2822,4253,8649,2951,3144,3055,3225
2012,Poland,0,0,0,0,0,0,0,0,0,0,0,0,1214,1753,1348,883,0,0,1787,0,0,0,0,0
2012,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,1541,2834,3797,2128,2295,1896,1674
2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,18276,18442,20774,19207,19470,23359,24486,17665,17650,20395,19628,20782
2012,Canada,0,0,0,0,0,0,0,0,0,0,0,0,7643,7664,8146,7001,6608,6636,8096,6287,5811,7103,7526,8410
2012,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,8956,4921,6708,5168,6204,22804,9521,8662,7603,12485,5039,4294
2012,Oman,0,0,0,0,0,0,0,0,0,0,0,0,2056,1849,1371,1499,2060,5687,0,1461,1660,1144,1952,1427
2012,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,1053,1639,1010,984,1218,2125,2755,2755,2732,2195,1703,1643
2012,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,625,1001,816,798,657,830,895,671,995,841,785,995
2012,UAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,938,624,2552,0,3143,999,795,875,2150
2012,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,0,4938,1508,1090,0,0
2012,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,0,0,0
2012,Germany,0,0,0,0,0,0,0,0,0,0,0,0,11344,13112,13603,10463,8787,8745,11774,12451,10585,10740,10781,10241
2012,France,0,0,0,0,0,0,0,0,0,0,0,0,10209,11763,13080,12841,9798,9490,15097,14923,8705,10084,9058,9775
2012,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,6957,7465,7072,6073,6073,6355,13266,8531,6495,7142,6533,6442
2012,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,2204,2446,2359,2360,1873,1816,3691,2167,1768,2324,2177,2175
2012,Austria,0,0,0,0,0,0,0,0,0,0,0,0,1094,1428,0,0,0,0,1501,0,0,0,0,0
2012,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,1251,1198,0,2128,1465,1375,1392,1390,1372
2013,Australia,0,0,0,0,0,0,0,0,0,0,0,0,53241,34224,43982,43350,38005,37321,43446,31378,48576,47598,40941,64280
2013,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,5634,3956,5201,5056,5076,4640,5386,4520,5519,5929,5380,6878
2013,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,0,1013,0,0,0,0,0
2013,China,0,0,0,0,0,0,0,0,0,0,0,0,138265,186866,168118,164175,149331,137001,186965,171449,147307,111730,104772,125444
2013,Japan,0,0,0,0,0,0,0,0,0,0,0,0,41179,46222,52023,35923,38673,36273,32260,41659,46797,43925,44886,53256
2013,Korea (ROK),0,0,0,0,0,0,0,0,0,0,0,0,31178,26397,21920,17485,19612,16624,31270,22317,20174,21125,21018,25502
2013,Chinese Taipei,0,0,0,0,0,0,0,0,0,0,0,0,23310,29114,19492,20400,21120,25430,35055,25533,24930,21123,20814,19945
2013,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,1873,1515,1510,1552,1531,1598,0,1823,1938,2511,2124,2377
2013,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,3197,1944,1957,1033,0,1523,1378,1314,0,0,1485,2243
2013,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,2154,1397,0,0,0,0,0,0,0,0,0,1433
2013,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,1364,1269,0,2040,1497,1392,0
2013,UK,0,0,0,0,0,0,0,0,0,0,0,0,33832,35939,45681,35057,32630,28147,30429,30795,32634,34718,33974,39636
2013,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,6864,6751,5888,2715,2025,1816,1849,1369,1989,2721,3098,6375
2013,Finland,0,0,0,0,0,0,0,0,0,0,0,0,3049,2608,2563,1111,0,0,0,0,0,0,0,0
2013,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,2435,2786,3107,1780,1843,1494,2611,1407,1588,2048,1823,2390
2013,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,1875,1738,2324,1694,1672,1975,2105,1750,1998,2523,2129,2676
2013,Norway,0,0,0,0,0,0,0,0,0,0,0,0,1839,2182,3297,1605,1464,1601,1856,0,1548,1896,1713,2127
2013,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,1035553,970401,1214164,959856,1029312,1086281,1137262,960077,1081175,1089119,1072400,1543174
2013,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,219297,182787,228335,195159,201427,215050,186000,219338,214498,212147,200323,273660
2013,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,105476,98569,126338,80407,80575,102171,90886,98470,93136,95235,88216,179392
2013,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,80666,86331,108567,121586,101714,82819,86592,85933,92959,111723,104245,93317
2013,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,41193,42524,47715,48418,53336,44192,41939,41742,42669,47862,46511,59046
2013,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,12912,17846,19375,19979,19891,22779,23854,18940,19217,20141,19035,21731
2013,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,8034,8087,8450,9897,9154,6630,5544,5091,5534,6844,8269,9206
2013,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,4468,5063,5226,6725,6237,4789,4986,4919,4874,5697,5368,6182
2013,Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,2660,2816,2673,2073,2778,3389,4142,3259,3011,3000,2704,3171
2013,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,2056,1299,2549,1772,1619,1567,1301,1352,1767,1442,1497,4252
2013,India,0,0,0,0,0,0,0,0,0,0,0,0,50624,49301,55559,58829,78214,55782,45587,42276,45962,50830,54290,63735
2013,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,13148,9108,12385,11303,11826,10892,12888,9346,7461,8897,7758,17136
2013,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,8662,9995,9781,9985,10254,8911,6789,9947,11957,14716,15925,17741
2013,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,6497,6379,7558,6359,6302,7484,4175,5363,7625,7493,7777,8385
2013,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,4967,5338,5684,7949,5321,3786,3973,4892,5200,5015,5411,6515
2013,Iran,0,0,0,0,0,0,0,0,0,0,0,0,4950,6065,10528,5038,4969,6207,4239,6200,8534,7088,7303,7195
2013,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,7790,5160,6069,3933,3678,2456,3052,2571,2963,3792,4518,7221
2013,Italy,0,0,0,0,0,0,0,0,0,0,0,0,4020,3720,4177,3125,2736,2760,3226,6879,3355,3495,3117,4643
2013,Poland,0,0,0,0,0,0,0,0,0,0,0,0,1499,1819,1872,1428,0,0,1291,0,0,0,0,0
2013,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,1488,2341,3268,2447,2742,2395,2397
2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,20224,20965,23921,19797,20898,21430,19313,16536,19008,19795,20352,24697
2013,Canada,0,0,0,0,0,0,0,0,0,0,0,0,8084,8737,9276,7135,7213,6098,6405,5811,6101,7112,7164,9768
2013,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,9646,4225,8404,4882,6432,19719,1603,12161,6135,10855,6252,4672
2013,Oman,0,0,0,0,0,0,0,0,0,0,0,0,2370,1699,1509,1842,2044,5038,0,3014,2398,1741,2129,2065
2013,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,1343,2177,1718,1437,1543,2108,1363,3174,3036,3423,3100,3447
2013,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,1012,1086,986,802,951,827,852,941,1053,1646,1397,1222
2013,UAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,1995,709,2114,0,4693,1122,1553,1099,3332
2013,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,0,6270,2013,1991,0,0
2013,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,0,0,0,0
2013,Germany,0,0,0,0,0,0,0,0,0,0,0,0,11529,12252,15374,11301,9955,8489,9336,10863,12135,11316,11654,12545
2013,France,0,0,0,0,0,0,0,0,0,0,0,0,11128,12398,16796,13643,12507,8673,11329,12672,10477,11844,11175,12466
2013,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,7158,7186,7293,6506,6480,5571,8714,7054,6774,6795,6769,7655
2013,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,2583,2524,2696,2438,2129,1675,3060,1955,1983,2366,2134,2648
2013,Austria,0,0,0,0,0,0,0,0,0,0,0,0,1412,1470,0,0,0,0,1230,0,0,0,0,0
2013,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,1236,1447,0,1960,1323,1581,1497,1411,1620
2014,Australia,0,0,0,0,0,0,0,0,0,0,0,0,70801,37716,48145,55009,41699,42892,51093,38638,48620,45216,39240,52259
2014,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,7128,4473,5343,6262,5505,5647,6625,5304,5454,5509,4812,5386
2014,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,847,0,0,0,0,0,0
2014,China,0,0,0,0,0,0,0,0,0,0,0,0,172396,180069,168001,132158,102072,96181,146493,149211,121183,118289,119092,108210
2014,Japan,0,0,0,0,0,0,0,0,0,0,0,0,46805,46685,56369,37692,42431,37105,41331,58754,48959,44643,46692,45640
2014,Korea (ROK),0,0,0,0,0,0,0,0,0,0,0,0,42207,35443,31364,24739,29449,25881,35262,43127,27297,30724,29162,31114
2014,Chinese Taipei,0,0,0,0,0,0,0,0,0,0,0,0,25938,24197,20462,18434,20335,22993,36603,30188,18940,20131,19100,17344
2014,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,2473,2311,2094,2133,2096,2064,1392,2930,2372,2534,1950,1873
2014,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,2707,1893,1798,1130,1211,1106,1375,1460,1197,1312,1526,1357
2014,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,2646,0,0,0,0,0,0,0,0,0,0,0
2014,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,0,0,0
2014,UK,0,0,0,0,0,0,0,0,0,0,0,0,41443,38102,46269,39693,34234,31281,36438,39862,33512,36374,34723,33858
2014,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,7097,5671,4712,2894,1645,2069,2349,1238,1230,1805,2579,4838
2014,Finland,0,0,0,0,0,0,0,0,0,0,0,0,3486,2801,2668,1407,0,0,0,0,0,0,0,0
2014,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,2968,2188,2546,2417,1916,2047,2425,2254,2043,2448,2035,2035
2014,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,2949,3117,3019,2479,1697,1608,3144,1864,1677,2306,1897,1946
2014,Norway,0,0,0,0,0,0,0,0,0,0,0,0,2326,2236,2449,2232,0,1434,1987,1509,0,1691,1714,1729
2014,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,1203449,1049961,1294891,1110604,1140478,1295684,1141012,1080534,1163986,1103055,1059220,1290093
2014,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,250264,199203,226861,199776,237398,241027,229257,229838,245830,261573,229033,277473
2014,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,107648,97125,128358,126632,114492,109227,89678,114951,91347,122688,106103,91049
2014,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,95792,78997,121330,78055,114025,111632,99932,87105,93668,104575,98561,129438
2014,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,51070,42526,51336,55928,64695,51101,45483,48417,48467,54290,51248,53977
2014,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,18245,23839,23123,22210,25644,29354,33388,25960,21648,22090,20102,20113
2014,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,8581,6818,7815,8754,9058,6454,4743,5999,8467,8141,8823,11699
2014,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,5717,5554,5345,7099,6970,6072,5484,5963,6192,6449,7159,5696
2014,Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,2949,2920,2748,2391,3177,2349,1734,1863,1653,1559,2045,1239
2014,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,2274,1416,2345,2172,1718,1350,1378,1649,1675,1651,1544,3495
2014,India,0,0,0,0,0,0,0,0,0,0,0,0,62796,49388,60715,62437,93162,63950,52983,57884,63612,76408,60631,66142
2014,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,18059,14144,15539,13783,15038,15212,13091,15749,15310,19682,23796,25015
2014,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,15039,11175,14988,14949,18119,5972,5661,16356,11750,6813,16745,21577
2014,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,7557,6612,7869,7053,7631,8551,5085,8425,9574,9087,9659,10041
2014,Iran,0,0,0,0,0,0,0,0,0,0,0,0,6160,5802,11689,4431,5121,4923,4856,6175,7301,5465,4614,5727
2014,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,4819,4918,5305,7460,5791,3907,2924,5637,5105,5097,5548,5159
2014,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,10383,6506,6946,4314,3856,3380,3551,3490,3468,4306,5448,6197
2014,Italy,0,0,0,0,0,0,0,0,0,0,0,0,5198,4388,4513,3863,3452,3212,4151,10010,3792,3899,4000,4732
2014,Spain,0,0,0,0,0,0,0,0,0,0,0,0,2491,2305,2700,2658,2537,2365,3461,4940,3278,3347,2837,2470
2014,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,2296,2237,1425,0,0,0,0,1538,1467,2196,1510
2014,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0
2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,25161,21512,26218,21153,21358,22112,21534,21129,18856,20867,21463,20743
2014,Canada,0,0,0,0,0,0,0,0,0,0,0,0,10188,8565,10068,7570,7590,6024,6976,7281,5882,7073,7612,7932
2014,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,11743,5326,9962,5651,7323,12775,7681,23612,13368,6852,5667,3961
2014,Oman,0,0,0,0,0,0,0,0,0,0,0,0,3321,2448,1852,2069,2917,4603,1334,7147,2235,2708,2092,1808
2014,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,2115,5269,0,0,0,0
2014,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,1750,1556,1464,1545,1487,1280,1361,1314,1176,1272,1174,1114
2014,UAE,0,0,0,0,0,0,0,0,0,0,0,0,978,947,2103,1825,919,1160,1507,5191,800,1182,874,2286
2014,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,2084,1587,1632,2306,2303,3167,2809,3037,1964,2091
2014,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,0,0,0,0
2014,France,0,0,0,0,0,0,0,0,0,0,0,0,14728,14899,17761,15573,13322,9504,16523,21489,10933,13634,10533,11074
2014,Germany,0,0,0,0,0,0,0,0,0,0,0,0,14132,13957,16958,13583,11826,9242,11451,15475,14130,12975,13245,11479
2014,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,8698,7272,8210,7765,7175,5854,12652,10846,7468,7713,7198,7137
2014,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,3092,2635,2826,2807,2341,1759,3311,2578,2121,2354,2381,2351
2014,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,1418,2221,0,1772,1637,1725,1411
2015,Australia,0,0,0,0,0,0,0,0,0,0,0,0,56537,27938,36562,47363,27674,34353,50940,36783,46571,41914,33354,46959
2015,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,5838,3683,4679,5630,4274,4868,6076,4900,5398,5400,4562,5538
2015,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1072,1542,897,1100,1004,947,687
2015,China,0,0,0,0,0,0,0,0,0,0,0,0,118980,136507,123778,127555,120474,124089,172800,189325,138997,129890,124720,170048
2015,Korea (ROK),0,0,0,0,0,0,0,0,0,0,0,0,55297,36515,29366,28773,29136,25926,37299,42512,27014,32190,34200,42933
2015,Japan,0,0,0,0,0,0,0,0,0,0,0,0,43446,36164,45729,35393,33462,29804,39967,52575,45423,39534,38278,43794
2015,Chinese Taipei,0,0,0,0,0,0,0,0,0,0,0,0,24053,26115,19268,20462,21482,24683,36760,31498,21661,21367,20265,15610
2015,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,2197,1473,1948,2459,1790,1455,2144,2956,3118,1945,1811,2341
2015,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,0,0,0,0,0,0
2015,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,2305,1290,1649,1148,694,922,1587,1508,1223,881,1219,984
2015,UK,0,0,0,0,0,0,0,0,0,0,0,0,37298,33092,40138,36438,27787,27061,34531,35634,29602,32964,32917,33557
2015,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,5843,4525,3684,2813,1542,1827,1980,1372,1713,2485,2789,5013
2015,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,2714,2616,2838,2172,1355,1411,2901,1536,1492,1888,1573,1617
2015,Finland,0,0,0,0,0,0,0,0,0,0,0,0,2462,1858,1938,1215,0,0,0,0,0,0,0,0
2015,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,2343,1731,2149,1897,1563,1793,2272,2024,1752,1856,1806,1560
2015,Norway,0,0,0,0,0,0,0,0,0,0,0,0,2051,1737,2201,1828,0,1382,1869,1201,1256,1211,1449,1463
2015,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,1125425,991529,1124697,1015092,1135754,999658,1096513,1061084,1080906,1021024,990371,1288701
2015,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,250100,183345,237766,205969,227933,208773,228684,205727,206892,247329,250885,334630
2015,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,103452,94140,113472,131824,111107,100540,106195,105246,100195,127947,105606,143845
2015,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,100687,94495,110717,93212,88433,65868,99532,90154,87327,91028,83777,128325
2015,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,49211,41393,48199,59340,55242,39639,36547,39682,44183,45937,44740,50804
2015,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,17334,13817,23442,19767,16386,19451,24166,24740,17482,17990,17127,17924
2015,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,9276,6027,6904,5599,5194,4084,3860,3994,4283,3502,5629,8201
2015,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,5805,5081,5870,8029,6265,5678,5922,6335,6332,7407,7164,5171
2015,Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,1467,1244,1625,2286,2168,2040,2495,2338,2275,2209,2173,2128
2015,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,2133,1074,2001,2085,1463,1264,1463,1396,1723,1516,1409,3098
2015,India,0,0,0,0,0,0,0,0,0,0,0,0,67327,48465,61404,66791,78157,56510,51488,53699,55979,64947,54749,62625
2015,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,19181,17570,13954,7421,8980,7983,10847,9607,11627,8151,12696,19135
2015,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,18249,11965,17021,11337,1263,1674,1530,4089,4535,2620,5224,13652
2015,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,6776,6098,9927,5411,3945,4531,4920,5256,4663,4218,5844,7523
2015,Iran,0,0,0,0,0,0,0,0,0,0,0,0,5822,4736,10720,3356,4003,4076,4816,4439,6279,5714,4577,6528
2015,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,3528,3022,4275,5391,4391,2906,3379,5197,4703,4668,4289,5588
2015,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,9498,5102,5198,4065,3494,2950,3661,3561,3331,4050,4789,5564
2015,Italy,0,0,0,0,0,0,0,0,0,0,0,0,5058,3996,4590,3739,2798,2849,4197,9811,3615,3941,3627,3725
2015,Spain,0,0,0,0,0,0,0,0,0,0,0,0,2654,2513,2876,2572,1947,2087,3709,5996,3437,3935,3185,1781
2015,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,1855,1283,0,0,0,0,0,0,0,0
2015,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0
2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,22351,18620,22478,21661,18420,18856,21781,18377,17759,18922,18737,19806
2015,Canada,0,0,0,0,0,0,0,0,0,0,0,0,8341,7218,8470,6698,5901,4966,6401,6633,5223,6180,6452,7074
2015,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,9631,4098,9936,5696,5260,5774,16613,13935,13404,5756,4827,4824
2015,Oman,0,0,0,0,0,0,0,0,0,0,0,0,4016,1863,1566,2657,1687,1561,4757,6452,1706,2011,1907,1751
2015,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,0,0,0,0,0
2015,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,1711,1366,1487,1479,1056,954,1173,1244,1670,1029,1074,1152
2015,UAE,0,0,0,0,0,0,0,0,0,0,0,0,912,541,1663,1586,436,346,2811,2919,871,804,824,2056
2015,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1369,1336,1065,1097,1651,2191,2658,1559,1394,2072
2015,France,0,0,0,0,0,0,0,0,0,0,0,0,13920,13776,14501,14016,11347,8817,15785,18378,10011,11809,9549,9565
2015,Germany,0,0,0,0,0,0,0,0,0,0,0,0,13603,12145,16231,12659,9894,8409,11046,13865,12686,12357,11998,10017
2015,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,7887,6155,6988,6425,6032,5278,10854,8751,6566,6978,6332,6338
2015,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,2707,2307,2422,2723,1877,1680,3294,2141,1940,2333,2395,2322
2015,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,1285,2445,1819,1667,1537,1362,1100
2016,Australia,0,0,0,0,0,0,0,0,0,0,0,0,43492,26090,28017,32207,21285,28462,35410,27587,34484,31764,29478,39451
2016,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,5357,3623,3830,4049,3542,4200,5621,4388,4387,5924,3890,4541
2016,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,643,588,391,351,493,548,643,463,444,529,579,626
